SeccionCensal;FofM
0901801009;26,38 %
1007601001;26,38 %
2506701001;26,38 %
4518501004;26,38 %
4625002040;26,38 %
1503007042;26,38 %
2800503004;26,38 %
3803104003;26,38 %
2900501004;26,38 %
0307901005;26,38 %
5029703052;26,38 %
3302404006;26,38 %
2807907129;26,38 %
4620301001;26,38 %
0808903006;26,38 %
0401306013;26,38 %
2800703014;26,38 %
1707902020;26,38 %
3802303018;26,38 %
4602201015;26,38 %
0814501001;26,38 %
4109107007;26,38 %
3803301001;26,38 %
3002701025;26,38 %
3120107019;26,38 %
3605706005;26,38 %
3907506012;26,38 %
0804601002;26,38 %
4625002057;26,38 %
1100102002;26,38 %
4412201001;26,38 %
1102006039;26,38 %
0826001008;26,38 %
2906707017;26,38 %
1504001001;26,38 %
2307002001;26,38 %
4802008013;26,38 %
2811502020;26,38 %
3002901007;26,38 %
3001603007;26,38 %
1402102006;26,38 %
2804701022;26,38 %
2807921001;26,38 %
0801907052;26,38 %
1303903002;26,38 %
1611201001;26,38 %
4303901001;26,38 %
2305005016;26,38 %
0605201001;26,38 %
4613101001;26,38 %
3304416006;26,38 %
3501603042;26,38 %
4618102001;26,38 %
1102804006;26,38 %
4404001001;26,38 %
4614502001;26,38 %
4390601002;26,38 %
2806501010;26,38 %
4623502004;26,38 %
1103101010;26,38 %
4516502019;26,38 %
4801302009;26,38 %
0801509052;26,38 %
1814901001;26,38 %
3903501001;26,38 %
0301407001;26,38 %
2517101001;26,38 %
3502605006;26,38 %
2808002008;26,38 %
1508601002;26,38 %
3605102002;26,38 %
0823101001;26,39 %
1102004006;26,39 %
4102101003;26,39 %
1723201001;26,39 %
4624403024;26,39 %
2607101001;26,39 %
0309901004;26,39 %
4303601001;26,39 %
3802001005;26,39 %
0901803002;26,39 %
5029702035;26,39 %
3502606014;26,39 %
4801502014;26,39 %
4616901010;26,39 %
0803303003;26,39 %
4106502006;26,39 %
1401905001;26,39 %
2906707019;26,39 %
2703102004;26,39 %
2807919044;26,39 %
2807911106;26,39 %
3690101001;26,39 %
4800201004;26,39 %
4109109058;26,39 %
4802006003;26,39 %
2809204015;26,39 %
0801910053;26,39 %
1503005014;26,39 %
2804301002;26,39 %
1504101010;26,39 %
4400401001;26,39 %
3500802001;26,39 %
1808706022;26,39 %
1303402011;26,39 %
2212503004;26,39 %
2006907006;26,39 %
1405604005;26,39 %
4802007003;26,39 %
2800504008;26,39 %
2807903009;26,39 %
3117701001;26,39 %
4625008016;26,39 %
5029703063;26,39 %
0823101016;26,39 %
2814802012;26,39 %
3605707038;26,39 %
2104106002;26,39 %
2006601001;26,39 %
2906901042;26,39 %
3802703001;26,39 %
0306603001;26,39 %
4109105031;26,39 %
2517301001;26,39 %
2807917107;26,39 %
5029703002;26,39 %
5029703088;26,39 %
2403901001;26,39 %
1402106045;26,39 %
0301407018;26,39 %
0805801001;26,39 %
2807915023;26,39 %
1503004023;26,39 %
2807902019;26,39 %
1503007038;26,39 %
2805001001;26,39 %
0401307007;26,39 %
4802008010;26,39 %
1811201001;26,39 %
3802306003;26,39 %
0301404036;26,39 %
0614903002;26,39 %
3001602004;26,39 %
4314808004;26,40 %
1500601007;26,40 %
0609302002;26,40 %
3003801010;26,40 %
2804901011;26,40 %
4618401006;26,40 %
0400101001;26,40 %
1503006021;26,40 %
0821902002;26,40 %
4807101003;26,40 %
3605708006;26,40 %
2800601047;26,40 %
1808401002;26,40 %
2802201011;26,40 %
2303401001;26,40 %
1503006001;26,40 %
1711402005;26,40 %
2416301003;26,40 %
0608801001;26,40 %
1204003001;26,40 %
0310404011;26,40 %
2808701002;26,40 %
2304801001;26,40 %
4622006004;26,40 %
2305002004;26,40 %
0818101005;26,40 %
1710001001;26,40 %
0200305009;26,40 %
3001901023;26,40 %
4927501002;26,40 %
1503004003;26,40 %
4511701001;26,40 %
4109110005;26,40 %
3902002007;26,40 %
2900701016;26,40 %
2908201019;26,40 %
2705701005;26,40 %
3002701011;26,40 %
2308401001;26,40 %
3001901027;26,40 %
4106601001;26,40 %
0309302003;26,40 %
1925701003;26,40 %
1019501002;26,40 %
5006701002;26,40 %
3001201003;26,40 %
0800501001;26,40 %
2218701001;26,40 %
2307002002;26,40 %
3900601002;26,40 %
2812201001;26,40 %
4801502013;26,40 %
5029705044;26,40 %
3600403001;26,40 %
2007902006;26,40 %
2408907008;26,40 %
0704003043;26,40 %
2906702013;26,40 %
1102602001;26,40 %
5025101009;26,40 %
4802004024;26,40 %
4625002024;26,40 %
0313302008;26,40 %
4715801001;26,40 %
1722301001;26,40 %
0921903012;26,40 %
1503007014;26,40 %
1803801001;26,40 %
1402110031;26,40 %
3304406013;26,40 %
4109108047;26,40 %
4613105001;26,40 %
2806504015;26,41 %
3604801002;26,41 %
1405804001;26,41 %
1808706010;26,41 %
3205403013;26,41 %
3904202001;26,41 %
3900101002;26,41 %
5010201001;26,41 %
0308301002;26,41 %
4109102036;26,41 %
4809001003;26,41 %
0306605008;26,41 %
1102701018;26,41 %
0801910007;26,41 %
3101401001;26,41 %
1702301001;26,41 %
4804402014;26,41 %
4014601001;26,41 %
2608905003;26,41 %
4109108048;26,41 %
4505302002;26,41 %
0801907056;26,41 %
4108102011;26,41 %
4802101001;26,41 %
0605901001;26,41 %
3603804009;26,41 %
2517201001;26,41 %
2414801001;26,41 %
1300503003;26,41 %
1819301005;26,41 %
0808802003;26,41 %
4104502001;26,41 %
2807407004;26,41 %
1604801001;26,41 %
1404203001;26,41 %
0601902001;26,41 %
5014701001;26,41 %
0824502006;26,41 %
1808709009;26,41 %
3120104015;26,41 %
0826601029;26,41 %
2807920041;26,41 %
4103201003;26,41 %
2408906006;26,41 %
0801905017;26,41 %
3412007003;26,41 %
4620501012;26,41 %
4807401002;26,41 %
2809203013;26,41 %
2906401001;26,41 %
4109110010;26,41 %
2210301001;26,41 %
3208501007;26,41 %
0410003002;26,41 %
2807906052;26,42 %
1200901002;26,42 %
2513201001;26,42 %
2815201010;26,42 %
1503007039;26,42 %
4512501001;26,42 %
0105903001;26,42 %
1503006010;26,42 %
1103106027;26,42 %
4109107013;26,42 %
3727403011;26,42 %
0809601005;26,42 %
1617102001;26,42 %
0309908004;26,42 %
1104201001;26,42 %
4625017006;26,42 %
2807914055;26,42 %
3001610029;26,42 %
0301406018;26,42 %
1102002015;26,42 %
2106001003;26,42 %
4019407004;26,42 %
2518201001;26,42 %
0615101001;26,42 %
2512005009;26,42 %
4619401013;26,42 %
0309905002;26,42 %
3605702004;26,42 %
2990101011;26,42 %
2807915012;26,42 %
0200302015;26,42 %
1403401001;26,42 %
0823101014;26,42 %
3908703006;26,42 %
1301302001;26,42 %
0703203006;26,42 %
4622003001;26,42 %
3720201001;26,42 %
1200502002;26,42 %
2906702005;26,42 %
0307901004;26,42 %
2809202009;26,42 %
1019501003;26,42 %
3001901009;26,42 %
1402302001;26,42 %
4313602004;26,42 %
2804601002;26,42 %
4103302001;26,42 %
0828101001;26,42 %
2906707039;26,42 %
2305201002;26,42 %
3205405006;26,42 %
2900601001;26,42 %
1904101001;26,42 %
1102701029;26,42 %
4613501001;26,42 %
3501601059;26,42 %
3101502001;26,43 %
0905909025;26,43 %
4802007005;26,43 %
2906708003;26,43 %
1801701007;26,43 %
3803805010;26,43 %
1813501001;26,43 %
1401902001;26,43 %
3003007013;26,43 %
1102403001;26,43 %
4105901019;26,43 %
1503001007;26,43 %
0812103012;26,43 %
4106003003;26,43 %
4623502002;26,43 %
1507806001;26,43 %
0811304014;26,43 %
3803803014;26,43 %
0801907096;26,43 %
3002701010;26,43 %
1503601004;26,43 %
2807915042;26,43 %
2807913118;26,43 %
4616901023;26,43 %
4217302008;26,43 %
1402109005;26,43 %
2512004006;26,43 %
3205403009;26,43 %
3001606016;26,43 %
1801301002;26,43 %
2807907085;26,43 %
3201901006;26,43 %
0602301002;26,43 %
3801801001;26,43 %
5029709009;26,43 %
1790101001;26,43 %
3501602019;26,43 %
2807918029;26,43 %
0524501001;26,43 %
0312101005;26,43 %
0612801001;26,43 %
1717101001;26,43 %
3802804004;26,43 %
4104501002;26,43 %
3304406006;26,43 %
2608904007;26,43 %
0306604015;26,43 %
1612601001;26,43 %
0611301003;26,43 %
2813401036;26,43 %
0905905015;26,43 %
2807914052;26,43 %
1808706025;26,43 %
2305005015;26,43 %
3605704018;26,43 %
0105903013;26,43 %
2006903027;26,43 %
3803812009;26,43 %
2807404026;26,43 %
3902003004;26,43 %
1101209011;26,44 %
2512008002;26,44 %
4410801001;26,44 %
0202501004;26,44 %
1803901003;26,44 %
1207901001;26,44 %
4109103028;26,44 %
4511202001;26,44 %
0105901025;26,44 %
1507804015;26,44 %
4615902006;26,44 %
2807920108;26,44 %
1503101004;26,44 %
3120103010;26,44 %
3907505010;26,44 %
0828201004;26,44 %
2807903049;26,44 %
3804001001;26,44 %
4100403001;26,44 %
0905909005;26,44 %
3120103006;26,44 %
2807910143;26,44 %
0812001003;26,44 %
2807917075;26,44 %
4414901001;26,44 %
4805403002;26,44 %
1103601001;26,44 %
3300401011;26,44 %
3501604011;26,44 %
3190301005;26,44 %
4625010005;26,44 %
4625009034;26,44 %
4625001030;26,44 %
1208002001;26,44 %
4927502003;26,44 %
4801302006;26,44 %
4802006035;26,44 %
0818706008;26,44 %
5029704003;26,44 %
2811502004;26,44 %
3802305003;26,44 %
2908901001;26,44 %
0301407004;26,44 %
2800505004;26,44 %
4603102001;26,44 %
3803812008;26,44 %
0804501001;26,44 %
0301405022;26,44 %
2518001001;26,44 %
1505802010;26,44 %
0600901001;26,44 %
3602302002;26,44 %
0805605004;26,44 %
1718401001;26,44 %
4710101001;26,44 %
1102006019;26,44 %
3302403019;26,44 %
3802604004;26,44 %
4802005032;26,44 %
3001603017;26,44 %
0807702004;26,44 %
3605102003;26,44 %
2814801004;26,44 %
2805808003;26,44 %
2905401013;26,44 %
2300902004;26,44 %
3801001003;26,44 %
0200305001;26,44 %
1403601001;26,44 %
4312308007;26,44 %
1402110018;26,45 %
3908703001;26,45 %
1102006004;26,45 %
3802306004;26,45 %
2807914044;26,45 %
4619301002;26,45 %
3727406005;26,45 %
2300903002;26,45 %
0312501001;26,45 %
0401801001;26,45 %
2817901001;26,45 %
2411501006;26,45 %
1011201001;26,45 %
4100403009;26,45 %
2809204029;26,45 %
0801906022;26,45 %
0814601001;26,45 %
2807908027;26,45 %
0313901004;26,45 %
0613601002;26,45 %
3300401031;26,45 %
4802003005;26,45 %
0925301001;26,45 %
4316501001;26,45 %
0825201026;26,45 %
4109106010;26,45 %
2905402005;26,45 %
0901803008;26,45 %
0301903003;26,45 %
2408903005;26,45 %
4613701001;26,45 %
4018102001;26,45 %
4512502001;26,45 %
5029703054;26,45 %
3122801001;26,45 %
0301404033;26,45 %
1102801001;26,45 %
3600402002;26,45 %
1405404001;26,45 %
5029710006;26,45 %
4103901010;26,45 %
0301408004;26,45 %
0940601001;26,45 %
1503007022;26,45 %
1006501001;26,45 %
4802701004;26,45 %
5029705006;26,45 %
1406902002;26,45 %
2302801001;26,45 %
2811501028;26,45 %
2807916026;26,45 %
0401602001;26,45 %
4800301010;26,45 %
1212602001;26,45 %
3606001006;26,45 %
2807921003;26,45 %
2812701024;26,45 %
1507803001;26,45 %
0810101010;26,45 %
3003001005;26,45 %
4105901022;26,45 %
3727404022;26,45 %
1204007017;26,45 %
2807915075;26,45 %
2305504005;26,46 %
0807306012;26,46 %
1203202002;26,46 %
1101208012;26,46 %
1808703003;26,46 %
3205404012;26,46 %
5011301001;26,46 %
3604501005;26,46 %
3101101001;26,46 %
2902301002;26,46 %
1406602003;26,46 %
2702802001;26,46 %
0405305002;26,46 %
4500701001;26,46 %
2807907008;26,46 %
0206901003;26,46 %
2006906012;26,46 %
0501401001;26,46 %
4802001038;26,46 %
1702302009;26,46 %
5005601001;26,46 %
4315601001;26,46 %
0812801001;26,46 %
2306501001;26,46 %
0401307012;26,46 %
4312302006;26,46 %
2608401003;26,46 %
2807911168;26,46 %
0801907038;26,46 %
1203204002;26,46 %
1004301001;26,46 %
2504701001;26,46 %
1501601002;26,46 %
0801910133;26,46 %
4614504002;26,46 %
0309302005;26,46 %
4621403004;26,46 %
0601901002;26,46 %
4600503001;26,46 %
0501402002;26,46 %
0818403009;26,46 %
0601509030;26,46 %
2904801002;26,46 %
3307601003;26,46 %
2309002001;26,46 %
2807405001;26,46 %
0816001001;26,46 %
2807913003;26,46 %
1507805007;26,46 %
0827801003;26,46 %
3300401058;26,46 %
3001601001;26,46 %
1712901001;26,46 %
3001608001;26,46 %
3302407037;26,46 %
0608302002;26,46 %
0301407005;26,46 %
1907101004;26,46 %
0801908050;26,46 %
3501601028;26,46 %
3605702029;26,46 %
3604503003;26,46 %
0801506003;26,46 %
0705802001;26,46 %
4613104005;26,47 %
0103601012;26,47 %
2811502015;26,47 %
2807908071;26,47 %
3802306002;26,47 %
0828601002;26,47 %
3003001011;26,47 %
3704601003;26,47 %
4190301001;26,47 %
0811302002;26,47 %
2006905002;26,47 %
1812204002;26,47 %
1804001001;26,47 %
3900901002;26,47 %
2411502004;26,47 %
0805603002;26,47 %
1402106036;26,47 %
0810101019;26,47 %
3802403003;26,47 %
2217601001;26,47 %
2903101002;26,47 %
1203801001;26,47 %
0604401002;26,47 %
3501601027;26,47 %
2004201001;26,47 %
4603001001;26,47 %
4718609011;26,47 %
4804402021;26,47 %
4625019005;26,47 %
2007401003;26,47 %
1503003017;26,47 %
1503007035;26,47 %
3001701004;26,47 %
4625007001;26,47 %
3501603012;26,47 %
0890401010;26,47 %
4603101002;26,47 %
4300401003;26,47 %
1401304001;26,47 %
0301406010;26,47 %
2807403007;26,47 %
0810106009;26,47 %
4623803005;26,47 %
2807907076;26,47 %
4802001029;26,47 %
3502203001;26,47 %
3803102001;26,47 %
1210801001;26,47 %
0802301004;26,47 %
2807908135;26,47 %
3003003006;26,47 %
2004501001;26,47 %
0818402003;26,47 %
1608901001;26,47 %
2801001003;26,47 %
4313401001;26,47 %
4106504001;26,47 %
0814001003;26,47 %
2007902007;26,47 %
3605702017;26,47 %
4912901001;26,47 %
4802001028;26,47 %
1402602001;26,47 %
3605708010;26,48 %
2809204002;26,48 %
1207001001;26,48 %
4606201002;26,48 %
4804403016;26,48 %
4405101002;26,48 %
2306901001;26,48 %
2807910188;26,48 %
2807916081;26,48 %
0801506006;26,48 %
3902002001;26,48 %
3302401001;26,48 %
1307702001;26,48 %
3002701028;26,48 %
4618402008;26,48 %
3001501013;26,48 %
3803104002;26,48 %
4314502001;26,48 %
1808703037;26,48 %
3600803003;26,48 %
4625010023;26,48 %
2390302002;26,48 %
2416301002;26,48 %
4306301001;26,48 %
3502001003;26,48 %
3500605002;26,48 %
1715201004;26,48 %
1402110039;26,48 %
2304902001;26,48 %
0801909010;26,48 %
4103901003;26,48 %
2807909005;26,48 %
1503007040;26,48 %
1507001006;26,48 %
0905909038;26,48 %
2105301001;26,48 %
2217701001;26,48 %
3802301015;26,48 %
1500203001;26,48 %
2807919019;26,48 %
1101210019;26,48 %
1011001002;26,48 %
1807101002;26,48 %
2807919018;26,48 %
1101210025;26,48 %
2807902049;26,48 %
5016502001;26,48 %
4109101026;26,48 %
4109108050;26,48 %
2305502003;26,48 %
2903801006;26,48 %
1612401002;26,48 %
0905909040;26,48 %
0905906012;26,48 %
0826001006;26,48 %
1803501001;26,48 %
1913004008;26,48 %
3727405015;26,48 %
3205405005;26,48 %
4503901001;26,48 %
2906707085;26,48 %
3304404003;26,48 %
4615903007;26,48 %
4890202003;26,48 %
3000501026;26,48 %
4315503002;26,48 %
3002601011;26,48 %
5029704005;26,48 %
3907504003;26,48 %
1703601002;26,48 %
3605706009;26,48 %
3604802002;26,48 %
0817501001;26,49 %
1721701001;26,49 %
1101209009;26,49 %
3604502003;26,49 %
3302406012;26,49 %
3907503003;26,49 %
4103805011;26,49 %
2403001002;26,49 %
4610504001;26,49 %
2512005010;26,49 %
0301402032;26,49 %
2606801001;26,49 %
0823401001;26,49 %
0907401001;26,49 %
3302407042;26,49 %
1721001001;26,49 %
2808002004;26,49 %
3605707040;26,49 %
0801907118;26,49 %
2807920056;26,49 %
0601501011;26,49 %
1003702004;26,49 %
1100601003;26,49 %
4109109011;26,49 %
2003201010;26,49 %
4503702001;26,49 %
1706001001;26,49 %
4808801001;26,49 %
0105901015;26,49 %
2909101003;26,49 %
0905909036;26,49 %
0827002007;26,49 %
1213801002;26,49 %
3301601006;26,49 %
4304402002;26,49 %
2907001013;26,49 %
0801905002;26,49 %
5028801003;26,49 %
0200303010;26,49 %
0309904004;26,49 %
3735201001;26,49 %
4804402009;26,49 %
3420601001;26,49 %
3802604005;26,49 %
1808703046;26,49 %
4625015040;26,49 %
1102001002;26,49 %
0801501008;26,49 %
4109502002;26,49 %
1212602004;26,49 %
1907101002;26,49 %
0827002011;26,49 %
4400801002;26,49 %
0606501001;26,49 %
4802007039;26,49 %
0814102001;26,49 %
2906706030;26,49 %
0937701001;26,49 %
4519001001;26,49 %
3600401002;26,49 %
4109109018;26,49 %
1801701005;26,49 %
4625004015;26,49 %
0608804002;26,49 %
1808703012;26,49 %
3803201010;26,49 %
3802301030;26,49 %
2501401001;26,49 %
3802803001;26,49 %
3902002006;26,49 %
2512005008;26,49 %
0601103001;26,49 %
1407302001;26,49 %
3907506006;26,49 %
2807913164;26,49 %
1808801001;26,50 %
2807903078;26,50 %
2818101013;26,50 %
0310404005;26,50 %
2807908031;26,50 %
1402110036;26,50 %
1405604001;26,50 %
2411503002;26,50 %
1102009005;26,50 %
3803810015;26,50 %
4606401001;26,50 %
3804701001;26,50 %
4516302003;26,50 %
0801905036;26,50 %
3600402001;26,50 %
2004001008;26,50 %
3603801004;26,50 %
0312203002;26,50 %
1100401001;26,50 %
4625003036;26,50 %
2408909002;26,50 %
1505001002;26,50 %
3803810016;26,50 %
4718611041;26,50 %
2908201021;26,50 %
1213502010;26,50 %
1204007013;26,50 %
2305504003;26,50 %
1102801004;26,50 %
2305005006;26,50 %
1405502004;26,50 %
4808201006;26,50 %
3003007038;26,50 %
1503103001;26,50 %
4316106005;26,50 %
2807921013;26,50 %
4621302003;26,50 %
4625008018;26,50 %
0303101005;26,50 %
3603201002;26,50 %
1503007041;26,50 %
2807915001;26,50 %
0516802002;26,50 %
4517601002;26,50 %
0203901001;26,50 %
3412004008;26,50 %
0808901008;26,50 %
5029705047;26,50 %
4611001015;26,50 %
2006301001;26,50 %
2807915168;26,50 %
1402102032;26,50 %
0812501005;26,50 %
2812701045;26,50 %
4625008006;26,51 %
2906710049;26,51 %
2807915105;26,51 %
1102005011;26,51 %
2004001014;26,51 %
1905801003;26,51 %
4109111009;26,51 %
4104201001;26,51 %
4620401001;26,51 %
1503602010;26,51 %
2411502001;26,51 %
2807908150;26,51 %
2906903002;26,51 %
3801201002;26,51 %
2004001003;26,51 %
3803101002;26,51 %
3704601001;26,51 %
3704602002;26,51 %
0818703017;26,51 %
4619001009;26,51 %
1402102023;26,51 %
3302408008;26,51 %
0401307002;26,51 %
2301201003;26,51 %
3605706011;26,51 %
3000301024;26,51 %
4019402001;26,51 %
2801401014;26,51 %
1702201004;26,51 %
5029709017;26,51 %
3120102015;26,51 %
4301201003;26,51 %
3000301026;26,51 %
1808702036;26,51 %
4601201001;26,51 %
4622003003;26,51 %
4109107037;26,51 %
0810602004;26,51 %
3802203003;26,51 %
1503005016;26,51 %
2107401001;26,51 %
2808001012;26,51 %
1012103001;26,51 %
3501601043;26,51 %
3500602001;26,51 %
2304301001;26,51 %
2902502010;26,51 %
3205403003;26,51 %
0605502002;26,51 %
3605708018;26,51 %
2002901001;26,51 %
4109104015;26,51 %
2809201014;26,51 %
1505801001;26,51 %
4108102010;26,51 %
1817701001;26,51 %
0821701004;26,51 %
0612301001;26,51 %
3501602014;26,51 %
1018901001;26,51 %
2909405001;26,51 %
3501601041;26,51 %
2890301017;26,51 %
0604402003;26,51 %
1808706001;26,51 %
0105101001;26,51 %
2512008003;26,51 %
4625013003;26,51 %
4109104023;26,51 %
0306507014;26,51 %
0613601001;26,51 %
4516805026;26,51 %
4626001002;26,51 %
0819101004;26,51 %
4808404006;26,51 %
4617102008;26,51 %
0103601006;26,51 %
3120107014;26,51 %
1305401002;26,51 %
4518701001;26,51 %
1407101001;26,52 %
3303201002;26,52 %
1501103003;26,52 %
4807804007;26,52 %
0601509029;26,52 %
2001801002;26,52 %
4804403015;26,52 %
4509401001;26,52 %
2807916071;26,52 %
1808706012;26,52 %
4109102055;26,52 %
1808703042;26,52 %
4109102053;26,52 %
4518503001;26,52 %
2807921008;26,52 %
1405201003;26,52 %
4105901012;26,52 %
4802006029;26,52 %
3302407041;26,52 %
5005901001;26,52 %
3003003003;26,52 %
2901301001;26,52 %
2815201005;26,52 %
0615301003;26,52 %
0810105006;26,52 %
0105901020;26,52 %
0307902007;26,52 %
2807907023;26,52 %
4103804004;26,52 %
1507805017;26,52 %
3802303025;26,52 %
1301102001;26,52 %
5023401001;26,52 %
0821201001;26,52 %
0830701001;26,52 %
5029710075;26,52 %
1212601003;26,52 %
1304201001;26,52 %
1503006008;26,52 %
0306502015;26,52 %
2807910089;26,52 %
0905903007;26,52 %
3501902003;26,52 %
2807401003;26,52 %
0807304001;26,52 %
2908302001;26,52 %
3120107012;26,52 %
2614301001;26,52 %
3603403001;26,52 %
3190101001;26,52 %
3605702009;26,52 %
